,UserName,Handle,Timestamp,Text,Comments,Likes,Retweets,clean_text,category,Key_phrases
47,TonerNews,@tonernews,2023-05-16T16:40:50.000Z,"FBI: Ransomware Gang Using Printer Vulnerability in PaperCut MPS to Attack Schools Across the U.S.. (Bl00dy)
https://tonernews.com/forums/topic/ransomware-gang-using-printer-vulnerability-in-papercut-mps-to-attack-schools-across-the-u-s-bl00dy/…
http://secure.campaigner.com/csb/Public/show/9fx3-2on0hw--13j5j8-uyc7og3…
#toner #tonercartridges #tonercartridge #InkCartridges #Printing #Ink #Hp #Canon #Ricoh #Konica #Xerox #Lexmark #Closedloop…",0.0,0.0,0.0,fbi ransomwar gang use printer vulner papercut mp attack school across u bl00di http tonernew com forum topic ransomwar gang use printer vulner papercut mp attack school across u bl00di http secur campaign com csb public show 9fx3 2on0hw 13j5j8 uyc7og3 toner tonercartridg tonercartridg inkcartridg print ink hp canon ricoh konica xerox lexmark closedloop,Complaint,"['Ransomware Gang', 'Gang Using Printer', 'Printer Vulnerability', 'MPS to Attack', 'Attack Schools', 'Vulnerability in PaperCut', 'PaperCut MPS', 'FBI', 'Ransomware', 'Gang', 'Printer', 'Vulnerability', 'MPS', 'Attack', 'Schools', 'Printing', 'Ink', 'Canon', 'Ricoh', 'Konica']"
48,thesharpestsphere,@thesharpestsph1,2023-05-16T16:34:18.000Z,"Replying to 
@HPSupport",0.0,0.0,0.0,repli hpsupport,Neutral,"['HPSupport', 'Replying']"
49,U.S. Ministry of Truth,@USMiniTru,2023-05-16T16:31:19.000Z,"Replying to 
@RepThomasMassie",21.0,3.0,165.0,repli repthomasmassi,Neutral,"['RepThomasMassie', 'Replying']"
50,Arizona Patriot,@TJTackleberry,2023-05-16T16:22:45.000Z,"Replying to 
@kimkomando",0.0,0.0,0.0,repli kimkomando,Neutral,"['kimkomando', 'Replying']"
51,Shylo,@shy_ferg,2023-05-16T16:12:34.000Z,"Replying to 
@BretMGreen1
 and 
@Timcast",0.0,0.0,3.0,repli bretmgreen1 timcast,Neutral,"['Timcast', 'Replying']"
52,Silver Chicken,@SilverChicken3,2023-05-16T16:07:00.000Z,Your printer could be blocked if you use cheap ink as HP causes uproar with new rules,0.0,0.0,0.0,printer could block use cheap ink hp caus uproar new rule,Complaint,"['cheap ink', 'rules', 'printer', 'blocked', 'cheap', 'ink', 'uproar']"
53,Marco Blaze,@BlazeMarcoweb,2023-05-16T14:38:09.000Z,The 5 Best All-In-One Printers 2023 [HP],0.0,0.0,0.0,5 best one printer 2023 hp,Appreciation,['Printers']
54,Marco Blaze,@BlazeMarcoweb,2023-05-16T14:36:21.000Z,The 5 Best All-In-One Printers 2023 [HP] by roberthudd205,0.0,0.0,0.0,5 best one printer 2023 hp roberthudd205,Appreciation,['Printers']
55,Marco Blaze,@BlazeMarcoweb,2023-05-16T14:34:39.000Z,I just published The 5 Best All-In-One Printers 2023 [HP],0.0,0.0,0.0,publish 5 best one printer 2023 hp,Appreciation,"['Printers', 'published']"
56,Marco Blaze,@BlazeMarcoweb,2023-05-16T14:33:09.000Z,Web infotech help: The 5 Best All-In-One Printers 2023 [HP] https://webinfotechhelp.blogspot.com/2023/05/the-5-best-all-in-one-printers-2023-hp.html?spref=tw…,0.0,0.0,0.0,web infotech help 5 best one printer 2023 hp http webinfotechhelp blogspot com 2023 05 5 best one printer 2023 hp html spref tw,Appreciation,"['Printers', 'Web infotech', 'Web', 'infotech']"
57,Marco Blaze,@BlazeMarcoweb,2023-05-16T14:32:45.000Z,The 5 Best All-In-One Printers 2023 [HP] - Web Manual Page https://webmanualpage.weebly.com/1/post/2023/05/the-5-best-all-in-one-printers-2023-hp.html…,0.0,0.0,0.0,5 best one printer 2023 hp web manual page http webmanualpag weebli com 1 post 2023 05 5 best one printer 2023 hp html,Appreciation,"['Web Manual Page', 'Web Manual', 'Manual Page', 'Printers', 'Web', 'Page', 'Manual']"
58,Marco Blaze,@BlazeMarcoweb,2023-05-16T14:30:48.000Z,"Check out my latest article: The 5 Best All-In-One Printers 2023 [HP] https://linkedin.com/pulse/5-best-all-in-one-printers-2023-hp-jenifer-vasquez… via 
@LinkedIn",0.0,0.0,0.0,check latest articl 5 best one printer 2023 hp http linkedin com puls 5 best one printer 2023 hp jenif vasquez via linkedin,Appreciation,"['Printers', 'LinkedIn', 'latest article', 'Check', 'article', 'latest']"
59,Dawood Tariq,@DawoodTariq1,2023-05-16T14:12:04.000Z,"HP DeskJet Plus 4122 All-in-One Printer, All in One Photo Printer with Wireless Printing, Instant Ink Ready, Compatible with Alexa, 7FS77A (Renewed) https://amzn.to/41Bydsp via 
@amazon",0.0,0.0,0.0,hp deskjet plu 4122 one printer one photo printer wireless print instant ink readi compat alexa 7fs77a renew http amzn 41bydsp via amazon,Appreciation,"['Instant Ink Ready', 'Compatible with Alexa', 'Wireless Printing', 'Instant Ink', 'Ink Ready', 'Photo Printer', 'Printer with Wireless', 'Renewed', 'amazon', 'Printing', 'Instant', 'Ready', 'Compatible', 'Alexa', 'Printer', 'Photo', 'Wireless', 'Ink', 'DeskJet']"
60,Richard-Dennis3210,@PvtDennis,2023-05-16T14:11:23.000Z,2/2  After some very looong days of research I found a way to get the printer working again with alternative software for basic tasks. But again! When the printer finally gives up its service. Never again HP!!,0.0,0.0,1.0,2 2 looong day research found way get printer work altern softwar basic task printer final give servic never hp,Neutral,"['basic tasks', 'looong days', 'days of research', 'research I found', 'alternative software', 'software for basic', 'printer working', 'tasks', 'printer', 'looong', 'days', 'research', 'found', 'working', 'alternative', 'software', 'basic', 'printer finally', 'service', 'finally']"
61,Richard-Dennis3210,@PvtDennis,2023-05-16T14:10:34.000Z,1/2  I was also very upset about HP. They just made it impossible for me to use my HP All-in-One printer one day. Do they think the printer is too old?,1.0,0.0,0.0,1 2 also upset hp made imposs use hp one printer one day think printer old,Complaint,"['upset', 'printer', 'day', 'made it impossible', 'made', 'impossible', 'printer one day']"
62,genesisONE,@mygenesisONE,2023-05-16T14:05:45.000Z,Here’s one less thing to worry about – trust that your printer fleet is running smoothly with HP Smart Device Services. Learn More: https://mygenesis1.com/blogs/hp-laserjet-managed-mfp-e800-e700-series… #HP #ManagedPrintServices #smartdeviceservices,0.0,1.0,1.0,one less thing worri trust printer fleet run smoothli hp smart devic servic learn http mygenesis1 com blog hp laserjet manag mfp e800 e700 seri hp managedprintservic smartdeviceservic,Appreciation,"['Smart Device Services', 'Device Services', 'Smart Device', 'thing to worry', 'printer fleet', 'fleet is running', 'running smoothly', 'Services', 'Smart', 'Device', 'trust', 'ManagedPrintServices', 'thing', 'worry', 'printer', 'fleet', 'running', 'smoothly', 'Learn']"
63,psalm,@psalmianca,2023-05-16T13:49:53.000Z,Imma call dick prints “hp printers” now,0.0,0.0,0.0,imma call dick print hp printer,Complaint,"['Imma call dick', 'call dick prints', 'Imma call', 'dick prints', 'call dick', 'Imma', 'prints', 'printers', 'call', 'dick']"
64,Enoch.Schneider70MyCc,@schneider70mycc,2023-05-16T13:32:23.000Z,"QSYRAINBOW 1 BLACK Ink Cartridge compatible for HP 301 301XL INK DeskJet 1050 2050 3050 2150  1510 2540 printer full ink POHVYOS

https://s.click.aliexpress.com/e/_DmUbnE5?1ZDqODsIUA…",0.0,0.0,0.0,qsyrainbow 1 black ink cartridg compat hp 301 301xl ink deskjet 1050 2050 3050 2150 1510 2540 printer full ink pohvyo http click aliexpress com e _dmubne5 1zdqodsiua,Neutral,"['BLACK Ink Cartridge', 'full ink POHVYOS', 'Ink Cartridge compatible', 'printer full ink', 'BLACK Ink', 'ink POHVYOS', 'Cartridge compatible', 'Ink Cartridge', 'printer full', 'INK DeskJet', 'full ink', 'QSYRAINBOW', 'BLACK', 'POHVYOS', 'Ink', 'Cartridge', 'DeskJet', 'printer', 'compatible', 'full']"
65,Angilina Ken,@AngilinaKe22466,2023-05-16T12:08:27.000Z,"HP wifi printer printing too ligt
Title- How can I troubleshoot my HP printer for print quality?",0.0,0.0,0.0,hp wifi printer print ligt titl troubleshoot hp printer print qualiti,Appreciation,"['wifi printer printing', 'printing too ligt', 'wifi printer', 'printer printing', 'ligt', 'Title', 'printer', 'wifi', 'printing', 'print quality', 'quality', 'troubleshoot', 'print', 'printer for print']"
66,TeamLogicIT of CNJ,@TeamLogicITNB,2023-05-16T12:05:41.000Z,"A smarter, more connected machine could be the star of your #printer fleet. Watch this video about the capabilities of the 
@HP
 Smart Tank 7000 series, the fast, high-quality, cost-efficient office machine.",0.0,0.0,0.0,smarter connect machin could star printer fleet watch video capabl hp smart tank 7000 seri fast high qualiti cost effici offic machin,Appreciation,"['printer fleet', 'connected machine', 'Smart Tank', 'smarter', 'printer', 'fleet', 'cost-efficient office machine', 'Watch this video', 'connected', 'star', 'machine', 'office machine', 'Tank', 'cost-efficient office', 'series', 'high-quality', 'Watch', 'video', 'capabilities', 'Smart']"
67,Muzungu Sisters,@MuzunguSisters,2023-05-16T12:05:39.000Z,"@hp
 we have an unfixable paper jam and our warranty is 11 days expired. You are telling us there are no solutions but to purchase a new printer? #hp",1.0,0.0,1.0,hp unfix paper jam warranti 11 day expir tell us solut purchas new printer hp,Complaint,"['unfixable paper jam', 'days expired', 'unfixable paper', 'paper jam', 'days', 'expired', 'unfixable', 'paper', 'jam', 'warranty', 'printer', 'telling', 'solutions', 'purchase']"
68,Prosenjit Datta,@ProsaicView,2023-05-16T12:03:04.000Z,"Replying to 
@annausha
 and 
@ranjona",2.0,0.0,1.0,repli annausha ranjona,Neutral,"['ranjona', 'Replying', 'annausha']"
69,Rashad J Nelson,@rashad_nelson,2023-05-16T12:01:00.000Z,"HP printers are trash.

Recently purchased an EPSON printer and scanner.

Never looked back.",0.0,0.0,0.0,hp printer trash recent purchas epson printer scanner never look back,Neutral,"['trash', 'EPSON printer', 'printers are trash', 'purchased an EPSON', 'EPSON', 'Recently purchased', 'Recently', 'scanner', 'printer and scanner', 'printers', 'printer', 'looked back', 'back', 'purchased', 'looked']"
70,Retha44XkYKl,@Retha44K,2023-05-16T11:53:38.000Z,"GIAUSA 6 Box (60 Sheets) for HP Sprocket Photo Paper 2x3 Mini Photographic Paper Pocket Photo Printer HP Zink Paste Photo Paper F0F1YQC

https://s.click.aliexpress.com/e/_DlKLh4t?AgtAvJ45…",0.0,0.0,0.0,giausa 6 box 60 sheet hp sprocket photo paper 2x3 mini photograph paper pocket photo printer hp zink past photo paper f0f1yqc http click aliexpress com e _dlklh4t agtavj45,Neutral,"['Mini Photographic Paper', 'Zink Paste Photo', 'Photographic Paper Pocket', 'Pocket Photo Printer', 'Sprocket Photo Paper', 'Paper Pocket Photo', 'Paste Photo Paper', 'Mini Photographic', 'Photo Paper', 'Printer HP Zink', 'Zink Paste', 'Sprocket Photo', 'Photographic Paper', 'Paper Pocket', 'Pocket Photo', 'Photo Printer', 'Paste Photo', 'Photo', 'Paper', 'GIAUSA']"
71,Kendal Freegle,@KendalFreegle,2023-05-16T11:49:09.000Z,OFFER: HP b/w A3 photocopier/printer/scanner - old but still works (Kendal LA9) https://ilovefreegle.org/message/99364753?src=twitter…,0.0,0.0,0.0,offer hp b w a3 photocopi printer scanner old still work kendal la9 http ilovefreegl org messag 99364753 src twitter,Neutral,"['OFFER', 'Kendal', 'photocopier', 'printer', 'scanner', 'works']"
72,Handleidingen.nl,@123handleiding,2023-05-16T11:40:04.000Z,"@HPNederland
 HP DeskJet 2600 All-in-One series De letters zijn onduidelijk en worden niet helemaal in juiste formaat geprint in de 2600 all in one serie printer waar zit het probleem?/ https://ift.tt/GjeYcvq",0.0,0.0,0.0,hpnederland hp deskjet 2600 one seri de letter zijn onduidelijk en worden niet helema juist formaat geprint de 2600 one seri printer waar zit het probleem http ift tt gjeycvq,Neutral,"['HPNederland', 'zit het probleem', 'letters zijn onduidelijk', 'worden niet helemaal', 'juiste formaat geprint', 'printer waar zit', 'waar zit het', 'serie printer waar', 'het probleem', 'letters zijn', 'zijn onduidelijk', 'onduidelijk en worden', 'worden niet', 'niet helemaal', 'helemaal in juiste', 'juiste formaat', 'formaat geprint', 'printer waar', 'waar zit', 'zit het']"
73,beersie,@_EthanBeer,2023-05-16T11:39:15.000Z,"Replying to 
@DobbyClub06",1.0,0.0,6.0,repli dobbyclub06,Neutral,['Replying']
74,TD SYNNEX Nederland,@TDSYNNEXNL,2023-05-16T11:35:49.000Z,"Bij aankoop van een HP laserjet printer bij TD SYNNEX Netherlands, ontvang je tussen 1 mei en 31 juli op een aantal modellen een aantrekkelijke cashback.
Bekijk de actiemodellen en voorwaarden en doe je claim bij HP via de actiepagina: http://ms.spr.ly/6046gkz4j",0.0,0.0,0.0,bij aankoop van een hp laserjet printer bij td synnex netherland ontvang je tussen 1 mei en 31 juli op een aantal modellen een aantrekkelijk cashback bekijk de actiemodellen en voorwaarden en doe je claim bij hp via de actiepagina http ms spr ly 6046gkz4j,Neutral,"['SYNNEX Netherlands', 'een aantrekkelijke cashback', 'aankoop van een', 'een aantal modellen', 'aantal modellen een', 'modellen een aantrekkelijke', 'ontvang je tussen', 'Bij aankoop van', 'laserjet printer bij', 'aantrekkelijke cashback', 'aankoop van', 'laserjet printer', 'aantal modellen', 'van een', 'een aantal', 'modellen een', 'een aantrekkelijke', 'Netherlands', 'SYNNEX', 'Bij aankoop']"
75,Jonathan Fox,@JonathanAFox154,2023-05-16T11:01:47.000Z,"@HP
  is this true? Is this why my HP OfficeJet 5255 just stopped printing one day recently? Functioned like it should be no ink on the paper…led to a HP new printer. Now I’m curious…",0.0,0.0,0.0,hp true hp officejet 5255 stop print one day recent function like ink paper led hp new printer curiou,Appreciation,"['true', 'day recently', 'stopped printing', 'printing one day', 'OfficeJet', 'recently', 'Functioned', 'paper', 'led', 'printer', 'stopped', 'printing', 'day', 'curious', 'ink']"
76,Ahsan jutt,@juttahsan4510,2023-05-16T10:56:32.000Z,"HP 130A Magenta LaserJet Toner Cartridge
Free shipping all over in Qatar
Call/WhatsApp: +974 5537 9001
+974-3366-8482
http://smtqatar.com
#HP #qatar #inkjet #inkcartridges #tonercartridges #printers #shoponline",0.0,0.0,0.0,hp 130a magenta laserjet toner cartridg free ship qatar call whatsapp 974 5537 9001 974 3366 8482 http smtqatar com hp qatar inkjet inkcartridg tonercartridg printer shoponlin,Appreciation,"['LaserJet Toner Cartridge', 'Magenta LaserJet Toner', 'Toner Cartridge', 'Magenta LaserJet', 'LaserJet Toner', 'Magenta', 'Cartridge', 'Toner', 'Qatar', 'LaserJet', 'Free shipping', 'Call', 'WhatsApp', 'inkjet', 'inkcartridges', 'tonercartridges', 'printers', 'shoponline', 'Free', 'shipping']"
77,somekita@特発性血小板減少症＠EBIちゃん号,somekita@特発性血小板減少症＠EBIちゃん号,2023-05-16T10:38:37.000Z,HP disables customers’ printers if they use ink cartridges from cheaper rivals,0.0,0.0,0.0,hp disabl custom printer use ink cartridg cheaper rival,Neutral,"['disables customers’ printers', 'cheaper rivals', 'disables customers’', 'customers’ printers', 'ink cartridges', 'cartridges from cheaper', 'rivals', 'disables', 'customers’', 'printers', 'ink', 'cartridges', 'cheaper']"
78,The Gadgets Shiksha,@GadgetsShiksha,2023-05-16T10:30:03.000Z,20-IPM #HP 580 Multifunction Color Ink-Tank Printer:- Print | Copy | Scan | Wi-Fi | Bluetooth | Mobile Printing | Color Printing | Printing Cost: 15 Paisa to 70 Paisa | Warranty: 1-Year | More at https://gadgets.shiksha/printer-20000.html…,0.0,1.0,0.0,20 ipm hp 580 multifunct color ink tank printer print copi scan wi fi bluetooth mobil print color print print cost 15 paisa 70 paisa warranti 1 year http gadget shiksha printer 20000 html,Neutral,"['Multifunction Color Ink-Tank', 'Color Ink-Tank Printer', 'Multifunction Color', 'Mobile Printing', 'Printing Cost', 'Ink-Tank Printer', 'Color Printing', 'Color Ink-Tank', 'Paisa', 'Print', 'Copy', 'Scan', 'Bluetooth', 'Warranty', 'Printing', 'Color', 'Multifunction', 'Printer', 'Mobile', 'Cost']"
79,The360Post,@The360Post,2023-05-16T10:14:21.000Z,"HP now blocks your printer if you buy cheaper ink cartridges
https://bit.ly/41Ixeqx
#The360Post",0.0,0.0,0.0,hp block printer buy cheaper ink cartridg http bit ly 41ixeqx the360post,Complaint,"['cheaper ink cartridges', 'buy cheaper ink', 'ink cartridges', 'blocks your printer', 'buy cheaper', 'cheaper ink', 'cartridges', 'blocks', 'printer', 'buy', 'cheaper', 'ink']"
80,The Truffel Shuffle,@Truffelshuffle1,2023-05-16T10:08:44.000Z,"Replying to 
@nchan",0.0,0.0,1.0,repli nchan,Neutral,"['nchan', 'Replying']"
81,Dante_PredovicKhovZ,@predovickhovz,2023-05-16T10:03:41.000Z,"ASW 12PK Compatible HP 655 655XL Ink Cartridge Replacement for HP655 Deskjet 3525 5525 4615 4625 4525 6520 6525 6625 Printer QVQEWSP

https://s.click.aliexpress.com/e/_Dc93o9J?G90V9tL…",0.0,0.0,0.0,asw 12pk compat hp 655 655xl ink cartridg replac hp655 deskjet 3525 5525 4615 4625 4525 6520 6525 6625 printer qvqewsp http click aliexpress com e _dc93o9j g90v9tl,Neutral,"['Ink Cartridge Replacement', 'Printer QVQEWSP', 'Ink Cartridge', 'Cartridge Replacement', 'ASW', 'Deskjet', 'Compatible', 'Ink', 'Printer', 'QVQEWSP', 'Cartridge', 'Replacement']"
82,yogeshwar sharma,@yogesh50,2023-05-16T10:02:43.000Z,"@HPIndia
 Did a big mistake buying laser printer spending 23000/-. Not working properly no provision to return . Support team most pathetic. Printer purchased from Hp online shop in 26/04. Take it back if can’t provide service",0.0,0.0,0.0,hpindia big mistak buy laser printer spend 23000 work properli provis return support team pathet printer purchas hp onlin shop 26 04 take back provid servic,Complaint,"['HPIndia', 'Support team', 'Support', 'printer', 'laser printer spending', 'printer spending', 'spending', 'big mistake buying', 'mistake buying laser', 'big mistake', 'mistake buying', 'buying laser', 'provision to return', 'team most pathetic', 'return', 'pathetic', 'big', 'mistake', 'buying', 'laser']"
83,benwokes014,@benwokes014,2023-05-16T09:48:17.000Z,"https://youtube.com/watch?v=1O24Xd-WjZ0&list=PLojbM_i4jiEyceTEelSUSTpocVzNauWyW&index=6… How To Copy, Print & Scan with HP Deskjet 2700e Printer Using HP Smart App #Computer #Printer #Drivers #Software",0.0,0.0,1.0,http youtub com watch v 1o24xd wjz0 list plojbm_i4jieyceteelsustpocvznauwyw index 6 copi print scan hp deskjet 2700e printer use hp smart app comput printer driver softwar,Appreciation,"['Smart App', 'Print', 'Computer', 'Drivers', 'Software', 'Printer', 'Copy', 'Scan', 'Deskjet', 'App', 'Smart']"
84,Samarth Doshi,@samarthdoshi08,2023-05-16T09:37:38.000Z,"@HPIndia
 
Hi we had bought a new laptop last week hp 15s- fq2674. It supports windows 11. I am trying to connect to printer hp Laserjet 1020 plus through network it is not happening. This is completely wrong. Due to glitch in windows 11 I am unable to connect to your own product.",1.0,0.0,0.0,hpindia hi bought new laptop last week hp 15 fq2674 support window 11 tri connect printer hp laserjet 1020 plu network happen complet wrong due glitch window 11 unabl connect product,Complaint,"['laptop last week', 'HPIndia', 'printer hp Laserjet', 'bought', 'laptop', 'week', 'supports windows', 'windows', 'connect', 'connect to printer', 'Laserjet', 'unable to connect', 'completely wrong', 'supports', 'happening', 'Due to glitch', 'wrong', 'glitch in windows', 'printer', 'network']"
85,,@nabillawidya_,2023-05-16T09:05:51.000Z,"selama 19th hidup di sini entah kenapa kalo dipikir lagi misal lagi butuh sesuatu ngerasa keberadaannya sudah terpusat dan ini yang bikin aku suka, misal :
 cari tanaman hias/bunga bucket di kayoon atau dukuh kupang
 cari laptop/printer di hitech
 cari hp di wtc/marina",2.0,0.0,0.0,selama 19th hidup di sini entah kenapa kalo dipikir lagi misal lagi butuh sesuatu ngerasa keberadaannya sudah terpusat dan ini yang bikin aku suka misal cari tanaman hia bunga bucket di kayoon atau dukuh kupang cari laptop printer di hitech cari hp di wtc marina,Neutral,"['bikin aku suka', 'sini entah kenapa', 'entah kenapa kalo', 'kenapa kalo dipikir', 'butuh sesuatu ngerasa', 'sesuatu ngerasa keberadaannya', 'ngerasa keberadaannya sudah', 'keberadaannya sudah terpusat', 'sudah terpusat dan', 'terpusat dan ini', 'dan ini yang', 'ini yang bikin', 'yang bikin aku', 'kayoon atau dukuh', 'atau dukuh kupang', 'cari tanaman hias', 'kupang cari laptop', 'lagi butuh sesuatu', 'kalo dipikir lagi', 'dukuh kupang cari']"
86,benwokes014,@benwokes014,2023-05-16T09:03:50.000Z,https://youtube.com/watch?v=0yFEceZ0UsY&list=PLojbM_i4jiExRYFuq_xmxm7yfMzcIiwe6&index=9&pp=gAQBiAQB… How to Scan with an HP Printer ? - http://123.hp.com Print Scanning Software #Computer #Printer #Drivers #Software,0.0,0.0,1.0,http youtub com watch v 0yfecez0usi list plojbm_i4jiexryfuq_xmxm7yfmzciiwe6 index 9 pp gaqbiaqb scan hp printer http 123 hp com print scan softwar comput printer driver softwar,Neutral,"['Print Scanning Software', 'Print Scanning', 'Scanning Software', 'Computer', 'Drivers', 'Printer', 'Software', 'Print', 'Scan', 'Scanning']"
87,benwokes014,@benwokes014,2023-05-16T08:59:40.000Z,"https://youtu.be/qmkRd8xoFJQ http://123.hp.com Clear HP Printer Error Code E0,2,3,4,5....49....0x6100004a? #Computer #Printer #Drivers #Software",0.0,0.0,1.0,http youtu qmkrd8xofjq http 123 hp com clear hp printer error code e0 2 3 4 5 49 0x6100004a comput printer driver softwar,Complaint,"['Printer Error Code', 'Error Code', 'Printer Error', 'Clear HP Printer', 'Clear', 'Code', 'Error', 'Printer', 'Computer', 'Drivers', 'Software']"
88,benwokes014,@benwokes014,2023-05-16T08:56:44.000Z,https://youtube.com/watch?v=FlxnPceQ2cc&list=PLV94_wwFINNy-wKzhGAj5ee7kpXout-50&index=42&pp=gAQBiAQB… How to Download & Install HP Printer Drivers on Windows 10 & 11? | #Driver #Computer #Printer #Drivers #Software,0.0,0.0,1.0,http youtub com watch v flxnpceq2cc list plv94_wwfinni wkzhgaj5ee7kpxout 50 index 42 pp gaqbiaqb download instal hp printer driver window 10 11 driver comput printer driver softwar,Neutral,"['Install HP Printer', 'Printer Drivers', 'Drivers on Windows', 'Download', 'Install', 'Windows', 'Printer', 'Drivers', 'Computer', 'Software', 'Driver']"
89,Daniela_MonahanMXRkT,@monahanmxrkt,2023-05-16T08:36:35.000Z,"1KG Toner Powder Compatible for HP 117A W2070A W2071A W2073A W2072A For HP Color Laser 150 150w 150nw MFP 178 178nw 179 Printer 3G4BK8K

https://s.click.aliexpress.com/e/_DkqqRcp?VTZrzHixwP…",0.0,0.0,0.0,1kg toner powder compat hp 117a w2070a w2071a w2073a w2072a hp color laser 150 150w 150nw mfp 178 178nw 179 printer 3g4bk8k http click aliexpress com e _dkqqrcp vtzrzhixwp,Neutral,"['Toner Powder Compatible', 'Toner Powder', 'Color Laser', 'Powder Compatible', 'MFP', 'Printer', 'Toner', 'Laser', 'Powder', 'Compatible', 'Color']"
90,Yo$a,@Don_yosa,2023-05-16T08:34:48.000Z,"Replying to 
@Trappwurld",1.0,0.0,2.0,repli trappwurld,Neutral,"['Trappwurld', 'Replying']"
91,Биросервис плус,@biroservisRS,2023-05-16T08:16:23.000Z," Premijum toner CF280A / CE505A
 http://biroservis.rs

#hp #laser #toner #kertridž #štampač #štampa #printer #print #mfp #80A #280A #CF280A #505A #CE505A #srbija",0.0,0.0,0.0,premijum toner cf280a ce505a http biroservi rs hp laser toner kertridž štampač štampa printer print mfp 80a 280a cf280a 505a ce505a srbija,Neutral,"['Premijum toner', 'laser', 'kertridž', 'štampač', 'štampa', 'printer', 'print', 'mfp', 'srbija', 'toner', 'Premijum']"
92,"Stock Intel • 24/7 Deals, Discounts, & Alerts",@Stocklntel,2023-05-16T08:03:42.000Z,"HP OfficeJet 8015e Wireless Color All-in-One Printer with 6 Months Free Ink for $99!!

https://amazon.com/gp/product/B08XW7LT9P?tag=ps5restock20a-20…",0.0,0.0,0.0,hp officejet 8015e wireless color one printer 6 month free ink 99 http amazon com gp product b08xw7lt9p tag ps5restock20a 20,Appreciation,"['Months Free Ink', 'Wireless Color', 'Months Free', 'Free Ink', 'Wireless', 'Color', 'Printer', 'Months', 'Free', 'Ink', 'OfficeJet']"
93,"KING OF SAVINGS! Deals, Steals, and Freebies!",@KingOfDeals_,2023-05-16T08:03:40.000Z,"HP OfficeJet 8015e Wireless Color All-in-One Printer with 6 Months Free Ink for $99!!

https://amazon.com/gp/product/B08XW7LT9P?tag=ps5restock20a-20…",0.0,0.0,0.0,hp officejet 8015e wireless color one printer 6 month free ink 99 http amazon com gp product b08xw7lt9p tag ps5restock20a 20,Appreciation,"['Months Free Ink', 'Wireless Color', 'Months Free', 'Free Ink', 'Wireless', 'Color', 'Printer', 'Months', 'Free', 'Ink', 'OfficeJet']"
94,Brand Digital (Pvt) Ltd,@BrandDigitalPv1,2023-05-16T07:15:01.000Z,Big brands for less!!!! Get this HP LaserJet Pro M428fdw printer fr only $560. Hurry while stocks last.,0.0,0.0,0.0,big brand less get hp laserjet pro m428fdw printer fr 560 hurri stock last,Neutral,"['Big brands', 'Big', 'LaserJet Pro', 'Pro', 'brands', 'printer', 'Hurry', 'LaserJet', 'stocks', 'Hurry while stocks']"
95,Hardware Info,@HardwareInfo,2023-05-16T07:13:08.000Z,HP schakelt printers uit bij gebruik inktpatronen van derden http://dlvr.it/Sp5rtS,0.0,0.0,0.0,hp schakelt printer uit bij gebruik inktpatronen van derden http dlvr sp5rt,Neutral,"['inktpatronen van derden', 'schakelt printers uit', 'printers uit bij', 'uit bij gebruik', 'bij gebruik inktpatronen', 'gebruik inktpatronen van', 'van derden', 'schakelt printers', 'printers uit', 'uit bij', 'bij gebruik', 'gebruik inktpatronen', 'inktpatronen van', 'derden', 'schakelt', 'printers', 'uit', 'bij', 'gebruik', 'inktpatronen']"
96,CuerpaAsasino,@PreetamBhowmic3,2023-05-16T07:08:42.000Z,"Replying to 
@IamAbdul___",0.0,0.0,0.0,repli iamabdul___,Neutral,"['IamAbdul', 'Replying']"
97,"Stock Intel • 24/7 Deals, Discounts, & Alerts",@Stocklntel,2023-05-16T06:57:27.000Z,"HP OfficeJet 8015e Wireless Color All-in-One Printer with 6 Months Free Ink for $99!!

https://amazon.com/gp/product/B08XW7LT9P?tag=ps5restock20a-20…",0.0,0.0,0.0,hp officejet 8015e wireless color one printer 6 month free ink 99 http amazon com gp product b08xw7lt9p tag ps5restock20a 20,Appreciation,"['Months Free Ink', 'Wireless Color', 'Months Free', 'Free Ink', 'Wireless', 'Color', 'Printer', 'Months', 'Free', 'Ink', 'OfficeJet']"
98,"Duke Of Deals • Deals, Discounts, & Freebies",@TheDukeOfDeals,2023-05-16T06:57:27.000Z,"HP OfficeJet 8015e Wireless Color All-in-One Printer with 6 Months Free Ink for $99!!

https://amazon.com/gp/product/B08XW7LT9P?tag=ps5restock20a-20…",0.0,0.0,0.0,hp officejet 8015e wireless color one printer 6 month free ink 99 http amazon com gp product b08xw7lt9p tag ps5restock20a 20,Appreciation,"['Months Free Ink', 'Wireless Color', 'Months Free', 'Free Ink', 'Wireless', 'Color', 'Printer', 'Months', 'Free', 'Ink', 'OfficeJet']"
99,"KING OF SAVINGS! Deals, Steals, and Freebies!",@KingOfDeals_,2023-05-16T06:57:26.000Z,"HP OfficeJet 8015e Wireless Color All-in-One Printer with 6 Months Free Ink for $99!!

https://amazon.com/gp/product/B08XW7LT9P?tag=ps5restock20a-20…",0.0,0.0,0.0,hp officejet 8015e wireless color one printer 6 month free ink 99 http amazon com gp product b08xw7lt9p tag ps5restock20a 20,Appreciation,"['Months Free Ink', 'Wireless Color', 'Months Free', 'Free Ink', 'Wireless', 'Color', 'Printer', 'Months', 'Free', 'Ink', 'OfficeJet']"
