id,Comments,Key_phrases,Retweets,UserName,Text,ID,Likes,category,Timestamp,Handle,type
69,0,"Mini Photographic Paper,Zink Paste Photo,Photographic Paper Pocket,Pocket Photo Printer,Sprocket Photo Paper,Paper Pocket Photo,Paste Photo Paper,Mini Photographic,Photo Paper,Printer HP Zink,Zink Paste,Sprocket Photo,Photographic Paper,Paper Pocket,Pocket Photo,Photo Printer,Paste Photo,Photo,Paper,GIAUSA",0,"Retha44XkYKl","GIAUSA 6 Box (60 Sheets) for HP Sprocket Photo Paper 2x3 Mini Photographic Paper Pocket Photo Printer HP Zink Paste Photo Paper F0F1YQC  https://s.click.aliexpress.com/e/_DlKLh4t?AgtAvJ45…",70,0,"Neutral","2023-05-16T11:53:38.000Z","@Retha44K","labelled_tweets"
70,0,"OFFER,Kendal,photocopier,printer,scanner,works",0,"Kendal Freegle","OFFER: HP b/w A3 photocopier/printer/scanner - old but still works (Kendal LA9) https://ilovefreegle.org/message/99364753?src=twitter…",71,0,"Neutral","2023-05-16T11:49:09.000Z","@KendalFreegle","labelled_tweets"
71,0,"HPNederland,zit het probleem,letters zijn onduidelijk,worden niet helemaal,juiste formaat geprint,printer waar zit,waar zit het,serie printer waar,het probleem,letters zijn,zijn onduidelijk,onduidelijk en worden,worden niet,niet helemaal,helemaal in juiste,juiste formaat,formaat geprint,printer waar,waar zit,zit het",0,"Handleidingen.nl","@HPNederland  HP DeskJet 2600 All-in-One series De letters zijn onduidelijk en worden niet helemaal in juiste formaat geprint in de 2600 all in one serie printer waar zit het probleem?/ https://ift.tt/GjeYcvq",72,0,"Neutral","2023-05-16T11:40:04.000Z","@123handleiding","labelled_tweets"
72,1,"Replying",6,"beersie","Replying to  @DobbyClub06",73,0,"Neutral","2023-05-16T11:39:15.000Z","@_EthanBeer","labelled_tweets"
73,0,"SYNNEX Netherlands,een aantrekkelijke cashback,aankoop van een,een aantal modellen,aantal modellen een,modellen een aantrekkelijke,ontvang je tussen,Bij aankoop van,laserjet printer bij,aantrekkelijke cashback,aankoop van,laserjet printer,aantal modellen,van een,een aantal,modellen een,een aantrekkelijke,Netherlands,SYNNEX,Bij aankoop",0,"TD SYNNEX Nederland","Bij aankoop van een HP laserjet printer bij TD SYNNEX Netherlands, ontvang je tussen 1 mei en 31 juli op een aantal modellen een aantrekkelijke cashback. Bekijk de actiemodellen en voorwaarden en doe je claim bij HP via de actiepagina: http://ms.spr.ly/6046gkz4j",74,0,"Neutral","2023-05-16T11:35:49.000Z","@TDSYNNEXNL","labelled_tweets"
74,0,"true,day recently,stopped printing,printing one day,OfficeJet,recently,Functioned,paper,led,printer,stopped,printing,day,curious,ink",0,"Jonathan Fox","@HP   is this true? Is this why my HP OfficeJet 5255 just stopped printing one day recently? Functioned like it should be no ink on the paper…led to a HP new printer. Now I’m curious…",75,0,"Appreciation","2023-05-16T11:01:47.000Z","@JonathanAFox154","labelled_tweets"
75,0,"LaserJet Toner Cartridge,Magenta LaserJet Toner,Toner Cartridge,Magenta LaserJet,LaserJet Toner,Magenta,Cartridge,Toner,Qatar,LaserJet,Free shipping,Call,WhatsApp,inkjet,inkcartridges,tonercartridges,printers,shoponline,Free,shipping",0,"Ahsan jutt","HP 130A Magenta LaserJet Toner Cartridge Free shipping all over in Qatar Call/WhatsApp: +974 5537 9001 +974-3366-8482 http://smtqatar.com #HP #qatar #inkjet #inkcartridges #tonercartridges #printers #shoponline",76,0,"Appreciation","2023-05-16T10:56:32.000Z","@juttahsan4510","labelled_tweets"
76,0,"disables customers’ printers,cheaper rivals,disables customers’,customers’ printers,ink cartridges,cartridges from cheaper,rivals,disables,customers’,printers,ink,cartridges,cheaper",0,"somekita@特発性血小板減少症＠EBIちゃん号","HP disables customers’ printers if they use ink cartridges from cheaper rivals",77,0,"Neutral","2023-05-16T10:38:37.000Z","somekita@特発性血小板減少症＠EBIちゃん号","labelled_tweets"
77,0,"Multifunction Color Ink-Tank,Color Ink-Tank Printer,Multifunction Color,Mobile Printing,Printing Cost,Ink-Tank Printer,Color Printing,Color Ink-Tank,Paisa,Print,Copy,Scan,Bluetooth,Warranty,Printing,Color,Multifunction,Printer,Mobile,Cost",0,"The Gadgets Shiksha","20-IPM #HP 580 Multifunction Color Ink-Tank Printer:- Print | Copy | Scan | Wi-Fi | Bluetooth | Mobile Printing | Color Printing | Printing Cost: 15 Paisa to 70 Paisa | Warranty: 1-Year | More at https://gadgets.shiksha/printer-20000.html…",78,1,"Neutral","2023-05-16T10:30:03.000Z","@GadgetsShiksha","labelled_tweets"
78,0,"cheaper ink cartridges,buy cheaper ink,ink cartridges,blocks your printer,buy cheaper,cheaper ink,cartridges,blocks,printer,buy,cheaper,ink",0,"The360Post","HP now blocks your printer if you buy cheaper ink cartridges https://bit.ly/41Ixeqx #The360Post",79,0,"Complaint","2023-05-16T10:14:21.000Z","@The360Post","labelled_tweets"
79,0,"nchan,Replying",1,"The Truffel Shuffle","Replying to  @nchan",80,0,"Neutral","2023-05-16T10:08:44.000Z","@Truffelshuffle1","labelled_tweets"
80,0,"Ink Cartridge Replacement,Printer QVQEWSP,Ink Cartridge,Cartridge Replacement,ASW,Deskjet,Compatible,Ink,Printer,QVQEWSP,Cartridge,Replacement",0,"Dante_PredovicKhovZ","ASW 12PK Compatible HP 655 655XL Ink Cartridge Replacement for HP655 Deskjet 3525 5525 4615 4625 4525 6520 6525 6625 Printer QVQEWSP  https://s.click.aliexpress.com/e/_Dc93o9J?G90V9tL…",81,0,"Neutral","2023-05-16T10:03:41.000Z","@predovickhovz","labelled_tweets"
81,0,"HPIndia,Support team,Support,printer,laser printer spending,printer spending,spending,big mistake buying,mistake buying laser,big mistake,mistake buying,buying laser,provision to return,team most pathetic,return,pathetic,big,mistake,buying,laser",0,"yogeshwar sharma","@HPIndia  Did a big mistake buying laser printer spending 23000/-. Not working properly no provision to return . Support team most pathetic. Printer purchased from Hp online shop in 26/04. Take it back if can’t provide service",82,0,"Complaint","2023-05-16T10:02:43.000Z","@yogesh50","labelled_tweets"
82,0,"Smart App,Print,Computer,Drivers,Software,Printer,Copy,Scan,Deskjet,App,Smart",1,"benwokes014","https://youtube.com/watch?v=1O24Xd-WjZ0&list=PLojbM_i4jiEyceTEelSUSTpocVzNauWyW&index=6… How To Copy, Print & Scan with HP Deskjet 2700e Printer Using HP Smart App #Computer #Printer #Drivers #Software",83,0,"Appreciation","2023-05-16T09:48:17.000Z","@benwokes014","labelled_tweets"
83,1,"laptop last week,HPIndia,printer hp Laserjet,bought,laptop,week,supports windows,windows,connect,connect to printer,Laserjet,unable to connect,completely wrong,supports,happening,Due to glitch,wrong,glitch in windows,printer,network",0,"Samarth Doshi","@HPIndia   Hi we had bought a new laptop last week hp 15s- fq2674. It supports windows 11. I am trying to connect to printer hp Laserjet 1020 plus through network it is not happening. This is completely wrong. Due to glitch in windows 11 I am unable to connect to your own product.",84,0,"Complaint","2023-05-16T09:37:38.000Z","@samarthdoshi08","labelled_tweets"
84,2,"bikin aku suka,sini entah kenapa,entah kenapa kalo,kenapa kalo dipikir,butuh sesuatu ngerasa,sesuatu ngerasa keberadaannya,ngerasa keberadaannya sudah,keberadaannya sudah terpusat,sudah terpusat dan,terpusat dan ini,dan ini yang,ini yang bikin,yang bikin aku,kayoon atau dukuh,atau dukuh kupang,cari tanaman hias,kupang cari laptop,lagi butuh sesuatu,kalo dipikir lagi,dukuh kupang cari",0,NaN,"selama 19th hidup di sini entah kenapa kalo dipikir lagi misal lagi butuh sesuatu ngerasa keberadaannya sudah terpusat dan ini yang bikin aku suka, misal :  cari tanaman hias/bunga bucket di kayoon atau dukuh kupang  cari laptop/printer di hitech  cari hp di wtc/marina",85,0,"Neutral","2023-05-16T09:05:51.000Z","@nabillawidya_","labelled_tweets"
85,0,"Print Scanning Software,Print Scanning,Scanning Software,Computer,Drivers,Printer,Software,Print,Scan,Scanning",1,"benwokes014","https://youtube.com/watch?v=0yFEceZ0UsY&list=PLojbM_i4jiExRYFuq_xmxm7yfMzcIiwe6&index=9&pp=gAQBiAQB… How to Scan with an HP Printer ? - http://123.hp.com Print Scanning Software #Computer #Printer #Drivers #Software",86,0,"Neutral","2023-05-16T09:03:50.000Z","@benwokes014","labelled_tweets"
86,0,"Printer Error Code,Error Code,Printer Error,Clear HP Printer,Clear,Code,Error,Printer,Computer,Drivers,Software",1,"benwokes014","https://youtu.be/qmkRd8xoFJQ http://123.hp.com Clear HP Printer Error Code E0,2,3,4,5....49....0x6100004a? #Computer #Printer #Drivers #Software",87,0,"Complaint","2023-05-16T08:59:40.000Z","@benwokes014","labelled_tweets"
87,0,"Install HP Printer,Printer Drivers,Drivers on Windows,Download,Install,Windows,Printer,Drivers,Computer,Software,Driver",1,"benwokes014","https://youtube.com/watch?v=FlxnPceQ2cc&list=PLV94_wwFINNy-wKzhGAj5ee7kpXout-50&index=42&pp=gAQBiAQB… How to Download & Install HP Printer Drivers on Windows 10 & 11? | #Driver #Computer #Printer #Drivers #Software",88,0,"Neutral","2023-05-16T08:56:44.000Z","@benwokes014","labelled_tweets"
88,0,"Toner Powder Compatible,Toner Powder,Color Laser,Powder Compatible,MFP,Printer,Toner,Laser,Powder,Compatible,Color",0,"Daniela_MonahanMXRkT","1KG Toner Powder Compatible for HP 117A W2070A W2071A W2073A W2072A For HP Color Laser 150 150w 150nw MFP 178 178nw 179 Printer 3G4BK8K  https://s.click.aliexpress.com/e/_DkqqRcp?VTZrzHixwP…",89,0,"Neutral","2023-05-16T08:36:35.000Z","@monahanmxrkt","labelled_tweets"
89,1,"Trappwurld,Replying",2,"Yo$a","Replying to  @Trappwurld",90,0,"Neutral","2023-05-16T08:34:48.000Z","@Don_yosa","labelled_tweets"
90,0,"Premijum toner,laser,kertridž,štampač,štampa,printer,print,mfp,srbija,toner,Premijum",0,"Биросервис плус","Premijum toner CF280A / CE505A  http://biroservis.rs  #hp #laser #toner #kertridž #štampač #štampa #printer #print #mfp #80A #280A #CF280A #505A #CE505A #srbija",91,0,"Neutral","2023-05-16T08:16:23.000Z","@biroservisRS","labelled_tweets"
91,0,"Months Free Ink,Wireless Color,Months Free,Free Ink,Wireless,Color,Printer,Months,Free,Ink,OfficeJet",0,"Stock Intel • 24/7 Deals, Discounts, & Alerts","HP OfficeJet 8015e Wireless Color All-in-One Printer with 6 Months Free Ink for $99!!  https://amazon.com/gp/product/B08XW7LT9P?tag=ps5restock20a-20…",92,0,"Appreciation","2023-05-16T08:03:42.000Z","@Stocklntel","labelled_tweets"
92,0,"Months Free Ink,Wireless Color,Months Free,Free Ink,Wireless,Color,Printer,Months,Free,Ink,OfficeJet",0,"KING OF SAVINGS! Deals, Steals, and Freebies!","HP OfficeJet 8015e Wireless Color All-in-One Printer with 6 Months Free Ink for $99!!  https://amazon.com/gp/product/B08XW7LT9P?tag=ps5restock20a-20…",93,0,"Appreciation","2023-05-16T08:03:40.000Z","@KingOfDeals_","labelled_tweets"
93,0,"Big brands,Big,LaserJet Pro,Pro,brands,printer,Hurry,LaserJet,stocks,Hurry while stocks",0,"Brand Digital (Pvt) Ltd","Big brands for less!!!! Get this HP LaserJet Pro M428fdw printer fr only $560. Hurry while stocks last.",94,0,"Neutral","2023-05-16T07:15:01.000Z","@BrandDigitalPv1","labelled_tweets"
94,0,"inktpatronen van derden,schakelt printers uit,printers uit bij,uit bij gebruik,bij gebruik inktpatronen,gebruik inktpatronen van,van derden,schakelt printers,printers uit,uit bij,bij gebruik,gebruik inktpatronen,inktpatronen van,derden,schakelt,printers,uit,bij,gebruik,inktpatronen",0,"Hardware Info","HP schakelt printers uit bij gebruik inktpatronen van derden http://dlvr.it/Sp5rtS",95,0,"Neutral","2023-05-16T07:13:08.000Z","@HardwareInfo","labelled_tweets"
95,0,"IamAbdul,Replying",0,"CuerpaAsasino","Replying to  @IamAbdul___",96,0,"Neutral","2023-05-16T07:08:42.000Z","@PreetamBhowmic3","labelled_tweets"
96,0,"Months Free Ink,Wireless Color,Months Free,Free Ink,Wireless,Color,Printer,Months,Free,Ink,OfficeJet",0,"Stock Intel • 24/7 Deals, Discounts, & Alerts","HP OfficeJet 8015e Wireless Color All-in-One Printer with 6 Months Free Ink for $99!!  https://amazon.com/gp/product/B08XW7LT9P?tag=ps5restock20a-20…",97,0,"Appreciation","2023-05-16T06:57:27.000Z","@Stocklntel","labelled_tweets"
97,0,"Months Free Ink,Wireless Color,Months Free,Free Ink,Wireless,Color,Printer,Months,Free,Ink,OfficeJet",0,"Duke Of Deals • Deals, Discounts, & Freebies","HP OfficeJet 8015e Wireless Color All-in-One Printer with 6 Months Free Ink for $99!!  https://amazon.com/gp/product/B08XW7LT9P?tag=ps5restock20a-20…",98,0,"Appreciation","2023-05-16T06:57:27.000Z","@TheDukeOfDeals","labelled_tweets"
98,0,"Months Free Ink,Wireless Color,Months Free,Free Ink,Wireless,Color,Printer,Months,Free,Ink,OfficeJet",0,"KING OF SAVINGS! Deals, Steals, and Freebies!","HP OfficeJet 8015e Wireless Color All-in-One Printer with 6 Months Free Ink for $99!!  https://amazon.com/gp/product/B08XW7LT9P?tag=ps5restock20a-20…",99,0,"Appreciation","2023-05-16T06:57:26.000Z","@KingOfDeals_","labelled_tweets"
99,0,"Months Free Ink,Wireless Color,Months Free,Free Ink,Wireless,Color,Printer,Months,Free,Ink,OfficeJet",0,"FURIOUS FREEBIES DEALS AND STEALS","HP OfficeJet 8015e Wireless Color All-in-One Printer with 6 Months Free Ink for $99!!  https://amazon.com/gp/product/B08XW7LT9P?tag=ps5restock20a-20…",100,0,"Appreciation","2023-05-16T06:57:20.000Z","@MrOnlineDealz","labelled_tweets"
100,0,"Months Free Ink,Wireless Color,Months Free,Free Ink,Wireless,Color,Printer,Months,Free,Ink,OfficeJet",0,"Deals & Price Mistakes","HP OfficeJet 8015e Wireless Color All-in-One Printer with 6 Months Free Ink for $99!!  http://amazon.com/gp/product/B08XW7LT9P?tag=pluggrr-20…",101,0,"Appreciation","2023-05-16T06:57:08.000Z","@pluggrr","labelled_tweets"
101,0,"disables customers’ printers,cheaper rivals,disables customers’,ink cartridges,cartridges from cheaper,customers’ printers,rivals,printers,disables,customers’,ink,cartridges,cheaper",0,"Миша Благојевић","HP disables customers’ printers if they use ink cartridges from cheaper rivals #hp #printers",102,0,"Neutral","2023-05-16T06:18:09.000Z","@6472Blagojevic","labelled_tweets"
102,0,"Figensport,Replying",0,"IndyT#ToriesOut #BriansForIndy","Replying to  @Figensport",103,0,"Neutral","2023-05-16T06:12:10.000Z","@IndyTom3","labelled_tweets"
103,0,"Compatible Ink Cartridge,Compatible Ink,Ink Cartridge,OfficeJet Pro,Printer,Pro,Compatible,Ink,Cartridge,einkshop,OfficeJet",0,"Enoch.Schneider70MyCc","einkshop For HP 962XL 962X 962 XL  Compatible Ink Cartridge For HP OfficeJet Pro 9010 9012 9015 9016 9020 9025 9026 Printer 6JQDNAM  https://s.click.aliexpress.com/e/_DBdOdBP?HFLtBK4A…",104,0,"Neutral","2023-05-16T05:35:50.000Z","@schneider70mycc","labelled_tweets"
104,1,"ochomitsu,Replying",1,"kallenn ★","Replying to  @ochomitsu",105,0,"Neutral","2023-05-16T05:18:43.000Z","@kallyballs","labelled_tweets"
105,0,"Replying",1,"CoverDrive","Replying to  @AlexRoy144",106,0,"Neutral","2023-05-16T05:14:59.000Z","@CoverDrive12","labelled_tweets"
106,0,"amyalkon,Replying,osxdaily",1,"She Cares","Replying to  @amyalkon  @osxdaily  and  @HP",107,0,"Neutral","2023-05-16T05:04:17.000Z","@NotJustWitness","labelled_tweets"
107,0,"theoryie,Replying",0,"anotherwing eth","Replying to  @theoryie",108,0,"Neutral","2023-05-16T04:49:27.000Z","@compacisco","labelled_tweets"
108,0,"Pack High Yield,Laserjet Pro MFP,Color Laserjet Pro,Compatible Toner Cartridge,Toner Cartridge Replacement,Pack High,High Yield,Pro MFP,Toner Printer,Compatible Toner,Color Laserjet,Laserjet Pro,Cartridge Replacement,Toner Cartridges,Compatible with Color,Compatible,Toner,Pack,Yield,CHIP",0,"pxmktdigital","206X Toner Cartridges 4 Pack High Yield (with CHIP) Compatible Toner Cartridge Replacement for HP 206X 206A W2110X Compatible with Color Laserjet Pro MFP M283fdw M283cdw M255dw M282nw Toner Printer https://amzn.to/3BuaJec via  @amazon",109,0,"Appreciation","2023-05-16T04:41:41.000Z","@pxmktdigital","labelled_tweets"
109,0,"Compatible Ink Cartridgfor,Compatible Ink,Ink Cartridgfor,Printer,Compatible,ENVY,Ink,Cartridgfor,einkshop",0,"Phoebe_ReillyaVWUZ","einkshop For HP 303XL Compatible Ink Cartridgfor HP 303 for HP ENVY 6220 6222 6230 6234 6252 6255 7120 7130 7132 7155 Printer CHYU9PU  https://s.click.aliexpress.com/e/_Dn2TqJ7?qAPnKmO…",110,0,"Complaint","2023-05-16T04:06:24.000Z","@reillyavwuz","labelled_tweets"
110,0,"Inkjet Printer,Free Months,Instant Ink,Months of Instant,Shipping,Inkjet,Printer,Cashback,Free,Ink,Months,Instant",0,"ChoiceCheapies","awa187trex: HP 9010E Inkjet Printer $109 + $50 Cashback and 6 Free Months of Instant Ink + Shipping/ $0 CC",111,1,"Appreciation","2023-05-16T03:27:25.000Z","@cheapiesnz","labelled_tweets"
111,0,"Printer Black Ink,Photoshop Printer Black,Black Ink,Photoshop Printer,Printer Black,Cartridges,Ink,eBay,Photoshop,Printer,Black,Check",0,"PIRATE SHIP TREASURES","Check out 2x HP Photoshop Printer Black Ink 564XL Cartridges https://ebay.com/itm/175728884623?mkcid=16&mkevt=1&mkrid=711-127632-2357-0&ssspo=wIw9pSRXQx2&sssrc=2047675&ssuid=wIw9pSRXQx2&widget_ver=artemis&media=TW… #eBay via  @eBay",112,0,"Neutral","2023-05-16T03:07:40.000Z","@akuno7575","labelled_tweets"
112,0,"stop using canon,canon printer,buy HP printers,waltuh,stop,canon,buy,printer,printers,printer ’s waltuh",2,"SHINKURA4963","waltuh, stop using canon printer’s waltuh we need to buy HP printers right now waltuh",113,0,"Complaint","2023-05-16T02:30:04.000Z","@SHINKURA4963","labelled_tweets"
113,0,"Bottle Dye Ink,Dye Ink Refill,Ink Refill Ink,Refill Ink kit,Ink kit Replacement,QSYRAINBOW Universal,Bottle Dye,Epson Printer,Canon For Brother,Brother For Epson,Dye Ink,Ink Refill,Refill Ink,kit Replacement,Ink kit,Ink,QSYRAINBOW,Universal,Bottle,Printer",0,"Easter12VMl","QSYRAINBOW Universal 4 pack 30ml Bottle Dye Ink Refill Ink kit Replacement For HP For Canon For Brother For Epson Printer Y33ZKZW  https://s.click.aliexpress.com/e/_DCtaCtn?vXjOjw…",114,0,"Neutral","2023-05-16T01:11:19.000Z","@Easter12V","labelled_tweets"
114,0,"Remanufactured Ink Cartridge,Remanufactured Ink,z,PageWide Managed,Ink Cartridge,Pagewide pro,Printer,Tatrix,Remanufactured,Managed,Ink,Cartridge,Pagewide,pro,z,PageWide",0,"Stefan74LsvP","Tatrix 976 976Y Remanufactured Ink Cartridge for HP Pagewide pro 552dw/dn/577dw/z,PageWide Managed P55250dw/P57750dw Printer 5IPKYTA  https://s.click.aliexpress.com/e/_DCLT8LF?lwZSru6eB…",115,0,"Neutral","2023-05-16T00:54:55.000Z","@PStefan74","labelled_tweets"
115,3,"notbunjil,Replying",3,"moneyprintergobrrr.eth","Replying to  @notbunjil",116,0,"Neutral","2023-05-16T00:47:04.000Z","@printer_brrr","labelled_tweets"
116,0,"GAFGRM,Replying",1,"HP Support","Replying to  @GAFGRM",117,1,"Neutral","2023-05-16T00:39:08.000Z","@HPSupport","labelled_tweets"
117,1,"work since moving,moving,Iassumeit was banged,work,Iassumeit,suggestions,error the printer,printer cartridges,move,error,printer,cartridges,Duplex,important,banged,needa,Duplex scanning,scanning is important,scanning",1,"Ohio Grinch","My HP all in one won't work since moving.  I get an error the printer cartridges can't move, but, they can.  So, Iassumeit was banged around, and I needa new one.  Any all-in-one suggestions?  Duplex scanning is important.",118,1,"Appreciation","2023-05-16T00:36:05.000Z","@GAFGRM","labelled_tweets"
118,1,"Replying",0,"Ralph Mendoza, EA","Replying to  @alexfeinberg1",119,0,"Neutral","2023-05-16T00:26:41.000Z","@CryptoTaxesGuy","labelled_tweets"
119,0,"Upgrade Cartridge Chip,time chip JLWXVAJ,Upgrade Cartridge,chip JLWXVAJ,Printer once time,Cartridge Chip,time chip,Printer,JLWXVAJ,Chip,Upgrade,Cartridge,DesignJet,time",0,"Zora_BoyerNsc","For HP 728 728XL New Upgrade Cartridge Chip F9J68A F9J67A F9J66A F9J65A F9K17A For HP DesignJet T730 T830 Printer once time chip JLWXVAJ  https://s.click.aliexpress.com/e/_DdXcJ0h?jT98rvy…",120,0,"Neutral","2023-05-16T00:05:18.000Z","@boyernsc","labelled_tweets"
120,0,"Deskjet Ink Advantage,Ink Advantage,Printer BSBBHQJ,Deskjet Ink,Advantage,BSBBHQJ,Deskjet,Ink,Printer,WiFi",0,"Jordy76DBjX","HP Deskjet Ink Advantage 2776 WiFi All In One Printer BSBBHQJ  https://invl.io/clg3x9w?RHbJk1",121,0,"Appreciation","2023-05-15T23:23:25.000Z","@DJordy76","labelled_tweets"
121,0,"Ink Cartridge,Tinta Printer,Black,OMXVZLK,Ink,Cartridge,Tinta,Printer",0,"Spencer_KemmervNZNL","HP 685 Ink Cartridge - Black - Tinta Printer (CZ121AA) OMXVZLK  https://invl.io/clg3x8g?nEQwvggNXc…",122,0,"Neutral","2023-05-15T23:20:08.000Z","@kemmervnznl","labelled_tweets"
122,0,"Print Head,Printhead,Printer,DesignJet,Print,Head,einkshop",0,"Gunnar.BauchIhK","einkshop  For HP 789 Print Head For HP789 Printhead CH612A CH613A CH614A DesignJet L25500 Printer VSJJC3Y  https://s.click.aliexpress.com/e/_DdQyjHL?wOdZaCw…",123,0,"Neutral","2023-05-15T21:39:10.000Z","@bauchihk","labelled_tweets"
123,0,"Maintenance Tank Chip,Managed Color MFP,PageWide Managed Color,Printers OGAJLOM,Maintenance Tank,Color MFP,Tank Chip,Managed Color,PageWide Managed,Maintenance,MFP,Printers,OGAJLOM,Tank,Chip,Managed,Color,PageWide",0,"Frank.Bergstrom93vtyj","W1B44A Maintenance Tank Chip For HP PageWide Managed Color MFP 750dw 755dn 774dn 779dn 772dw 785f P77950dns Printers OGAJLOM  https://s.click.aliexpress.com/e/_DkZkbkv?2QrCDBH8g…",124,0,"Neutral","2023-05-15T21:34:15.000Z","@bergstrom93vtyj","labelled_tweets"
124,18,"working They ’re,n’t working,printer is n’t,Turns,n’t,phone,support,figure,printer,working,’re,charge,yell,loudly,pay",69,"Alex Feinberg, Calorie Ignorer","I’m on the phone with HP support trying to figure out why my printer isn’t working  They’re trying to charge me $20 for help  Turns out if you just yell at them very loudly you don’t have to pay the $20",125,4,"Appreciation","2023-05-15T21:31:04.000Z","@alexfeinberg1","labelled_tweets"
125,0,"Inch Printers,Printers PLEASE READ,DESIGNJET,Inch,READ,Printers,eBay,Set",0,"Printing and Graphic Arts","Set of 4 HP DESIGNJET Z3200 & Z3100 44 and 24 Inch Printers PLEASE READ! eBay https://ebay.com/itm/204338297657?mkcid=1&mkrid=711-53200-19255-0&siteid=0&campid=5338752399&customid=&toolid=10001&mkevt=1…",126,0,"Appreciation","2023-05-15T21:06:07.000Z","@PrintingandGra1","labelled_tweets"
126,0,"Replying",1,"HP inkjet Printer ™","Replying to  @barfandseafood1  @BIGyikez430  and 3 others",127,0,"Neutral","2023-05-15T20:51:44.000Z","@Sean3733","labelled_tweets"
127,0,"Icehtank Compatible,ink Cartridge,Photosmart,Printer,Compatible,Cartridge,Icehtank,ink",0,"Jordane.Dietrich15DMM","Icehtank Compatible 140 141 ink Cartridge For HP 140xl 140 141 141xl Photosmart C4583 C4283 C4483 hp c5283 D5363 D4263 Printer PA2WVXA  https://s.click.aliexpress.com/e/_DEYyjZb?FOCeopntV3…",128,0,"Neutral","2023-05-15T20:51:31.000Z","@dietrich15dmm","labelled_tweets"
128,1,"unlimited-ink subscriber,PSA,exasperatedly,printer.,unlimited-ink,subscriber,n’t,time.,save,minute,neighbor,printer,happen,why.,driving,activate",0,"E.O. XXI","A PSA from an unfortunately, exasperatedly new HP unlimited-ink subscriber  If you don’t yet own an HP printer.. There’s still time..  save yourselves, now. Any minute, a neighbor, someone driving by in an RV, might activate a new HP printer. Do NOT let this happen… here’s why..",129,0,"Appreciation","2023-05-15T20:45:34.000Z","@EOxfordXXI","labelled_tweets"
129,0,"n’t buy,disable your printer,ink cartridges,cartridges from cheaper,cheaper rivals,rivals Do n’t,buy,dump,boycottHP,disable,printer,ink,cartridges,cheaper,rivals,n’t",0,"ColoradoIndependent","HP will disable your printer if you try to use ink cartridges from cheaper rivals  Don’t buy ⁦ @HP ⁩ and if you have one, dump it now.   #boycottHP",130,0,"Complaint","2023-05-15T20:45:00.000Z","@ColoradoIndepe1","labelled_tweets"
130,0,"Free Printer Ink,Instant Ink delivers,Instant Ink,Ink delivers cartridges,Months of Free,Free Printer,Printer Ink,Ink delivers,Ink,Instant,delivers cartridges,Months,Ink To ensure,Free,Printer,Freebies,ensure,run,delivers,cartridges",0,"DealsFinders.blog","Up to 10 Months of Free Printer Ink With HP Instant Ink  To ensure that you never run out of ink, HP Instant Ink delivers cartridges right to your door when you need them. In add  https://dealsfinders.blog/15/up-to-10-months-of-free-printer-ink-with-hp-instant-ink/…  #Freebies #HP",131,0,"Appreciation","2023-05-15T20:32:36.000Z","@deals_finders","labelled_tweets"
131,1,"reports blue screen,printer reports blue,HPSupport my customer,reports blue,blue screen,printer reports,HPSupport,dead,printer is dead,customer,reports,blue,screen,printer,firmware auto update,bricking printers,firmware auto,auto update,printers,fix",0,"Addingham IT","Hi  @hp  @HPSupport  my customer with 9022e printer reports blue screen with 83C0000B printer is dead.  Looks like we're not alone and your firmware auto update may be bricking printers.  Please advise on how we get a fix",132,0,"Appreciation","2023-05-15T19:04:30.000Z","@AddinghamIT","labelled_tweets"
132,0,"whatareopinions,Replying",0,"HP Support","Replying to  @whatareopinions",133,1,"Neutral","2023-05-15T18:49:29.000Z","@HPSupport","labelled_tweets"
133,1,"black and white,ink cartridge model,print in black,color ink,cartridge model requires,model requires,ink,cartridge model,ink cartridge,white,requires having color,require proprietary cartridges,model,color,print,black,printers require proprietary,require proprietary,cartridge,cartridges",2,"No Opinion Haver","Your ink cartridge model requires having color ink when I only want to print in black and white. Your printers require proprietary cartridges and reject reused cartridges. It's a scam. I'm buying a new printer instead of buying another cartridge from HP.",134,0,"Complaint","2023-05-15T18:45:54.000Z","@whatareopinions","labelled_tweets"
134,2,"HPUK printer,HPUK,give wrong info,support is minimal,Recently updated,unduly complicated,ultra difficult,wrong info,printer,buy,ENVY,difficult to access,give wrong,brand next time,Recently,complicated,support,minimal,ultra,info",0,"Patricia Palmer","I am NEVER going to buy a #HPUK printer  again! Recently updated my old HP printer but HP ENVY 6000 is unduly complicated & support is minimal, ultra difficult to access and then give wrong info. It used to be so much better so I'll definitely switch to another brand next time",135,0,"Appreciation","2023-05-15T18:44:46.000Z","@burmese_larry","labelled_tweets"
135,2,"printer cartridge model,spending extra money,HPSupport,cartridge model,spending extra,extra money,money and making,making an uneconomical,uneconomical decision,decision to spite,spite your printer,printer cartridge,model,spending,extra,money,making,uneconomical,decision,spite",2,"No Opinion Haver","I am spending extra money and making an uneconomical decision to spite your printer cartridge model  @HP  @HPSupport",136,0,"Complaint","2023-05-15T18:36:36.000Z","@whatareopinions","labelled_tweets"
